line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans
1.4980679431428716,1.1962311988513155,0.0,0.0,1.61245154965971,2.3021728866442674,3.331666249791536,2.5813431580444846
1.62035465297284,1.2709816152101407,2.4879419347290765,1.665799323178612,1.61245154965971,1.61245154965971,0.0,0.0
1.4592328029610848,1.174618943088019,0.0,0.0,1.8165902124584952,2.588435821108957,0.0,2.7489005429307594
1.5066301902946675,1.174618943088019,0.0,2.514866859365871,1.5811388300841898,0.0,0.0,0.0
1.6339204152187476,1.31101942303975,2.320794416806389,0.0,1.8973665961010275,1.0954451150103321,2.4899799195977463,2.572577859484474
1.5701330084113911,1.2311444133449163,0.0,1.6973426460728507,0.0,2.280350850198276,4.08656334834051,2.5411717211525033
1.394950793962421,1.148698354997035,0.0,0.0,0.0,2.23606797749979,6.324555320336759,2.514866859365871
1.3787157053417285,1.148698354997035,0.0,0.0,0.0,3.331666249791536,0.0,2.8577975428007782
1.5264770502686476,1.214814044039067,0.0,1.8803015465431967,2.0976176963403033,1.4832396974191326,0.0,0.0
1.6317213032934124,1.2457309396155174,2.154434690031884,1.7782794100389228,1.5491933384829668,1.5491933384829668,0.0,1.7782794100389228
1.329754545639786,1.148698354997035,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.4980679431428716,1.1962311988513155,0.0,2.0215250056184093,2.3021728866442674,1.61245154965971,0.0,2.0215250056184093
1.4480892742853726,1.148698354997035,0.0,0.0,1.8973665961010275,1.8973665961010275,0.0,2.7831576837137404
1.848512034382223,1.4531984602822678,2.0567101162059633,1.8170071006586175,2.280350850198276,1.2649110640673518,1.4832396974191326,2.260268990580086
1.5066301902946675,1.174618943088019,2.4272360429169444,1.9446166923683976,0.0,2.23606797749979,0.0,1.9446166923683976
1.3699873177397457,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
1.5444521049463789,1.0,0.0,2.4022104858861564,0.0,4.242640687119285,0.0,0.0
1.5374626775757694,1.2457309396155174,0.0,0.0,1.449137674618944,2.8809720581775866,0.0,2.708292511594141
1.5701330084113911,1.2457309396155174,0.0,1.7368421418769384,1.3038404810405297,1.3038404810405297,4.266145801540309,2.597184780029334
1.4890953247181091,1.1962311988513155,0.0,0.0,0.0,1.6733200530681511,3.7815340802378077,2.312552006517556
1.4592328029610848,1.1962311988513155,2.5560665504814426,0.0,1.8165902124584952,0.0,4.08656334834051,2.6591479484724942
1.3699873177397457,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
1.4890953247181091,1.148698354997035,0.0,0.0,0.0,0.0,0.0,2.942830956382712
1.3787157053417285,1.0717734625362931,0.0,2.6591479484724942,0.0,0.0,0.0,0.0
1.7410571907976689,1.379729661461215,0.0,0.0,0.0,3.7815340802378077,0.0,2.7452827673241074
1.6249778839784477,1.2923922207808318,0.0,2.0482273781688902,1.9493588689617927,2.258317958127243,0.0,1.5585222360615276
1.8635022489239097,1.4461255495919247,2.444092388845405,1.5779670210741878,1.9235384061671346,2.024845673131659,2.04939015319192,2.2816147864896363
1.6226794404526244,1.2820888539868154,0.0,2.23606797749979,1.61245154965971,1.61245154965971,0.0,2.23606797749979
1.610778682311281,1.31101942303975,0.0,0.0,2.345207879911715,0.0,0.0,1.6088616538127065
1.5148200064111028,1.148698354997035,0.0,1.6973426460728507,0.0,4.626013402488151,2.8809720581775866,1.6973426460728507
1.4697344922755988,1.174618943088019,0.0,0.0,0.0,2.4899799195977463,0.0,2.9068629258551293
1.2599210498948732,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.9072879900610005,1.490182215342446,1.8469147504478334,1.4801656089845705,2.04939015319192,1.6431676725154984,3.082207001484488,2.1706422081393097
1.5577156943237602,1.2311444133449163,0.0,1.825285251622753,1.9235384061671346,1.378404875209022,0.0,1.825285251622753
1.4167822033014115,1.148698354997035,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.67893539542235,1.2923922207808318,0.0,1.4801656089845705,0.9486832980505138,2.9154759474226504,0.0,2.312552006517556
1.329754545639786,1.0717734625362931,0.0,0.0,0.0,4.806245936279167,5.0,0.0
1.4480892742853726,1.174618943088019,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.5148200064111028,1.0717734625362931,0.0,0.0,0.0,3.7815340802378077,5.770615218501404,0.0
1.3179806292130023,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.2599210498948732,1.0717734625362931,0.0,0.0,3.5355339059327378,0.0,0.0,0.0
1.6507118379778205,1.3195079107728942,1.8069688693211896,1.5585222360615276,2.569046515733026,1.0488088481701516,2.4289915602982237,1.5585222360615276
1.573118124014776,1.2589254117941673,2.087759478663449,1.7368421418769384,2.258317958127243,1.8439088914585775,0.0,1.7368421418769384
1.9060156127089354,1.487399348620308,2.3986103065798416,1.5100830606950983,2.1908902300206643,1.0954451150103321,0.0,1.927390755451873
1.5107694922198307,1.214814044039067,0.0,0.0,0.0,2.2135943621178655,3.5355339059327378,2.8117066259517456
1.5187856847554257,1.2709816152101407,2.5560665504814426,1.6973426460728507,3.40587727318528,1.51657508881031,0.0,1.6973426460728507
1.618002871513824,1.2457309396155174,0.0,2.0215250056184093,0.0,2.569046515733026,0.0,2.6591479484724942
1.4980679431428716,1.0,0.0,0.0,0.0,4.2895221179054435,0.0,0.0
1.995179480048172,1.5157165665103982,1.8945364743718192,1.3579060687170441,1.1832159566199232,2.3664319132398464,1.51657508881031,2.0959905837807953
1.8189824097416896,1.4228132198218728,1.3572088082974532,1.2574334296829355,1.9235384061671346,1.6733200530681511,0.0,2.3876509639174
1.8244781587991317,1.4185720345070807,1.7099759466766968,1.2574334296829355,1.6431676725154984,1.760681686165901,0.0,2.340347319320716
1.3407492401952805,1.0717734625362931,0.0,0.0,0.0,0.0,7.0710678118654755,0.0
1.3052998807949197,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.329754545639786,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.573118124014776,1.2589254117941673,2.087759478663449,2.0654650327566206,2.258317958127243,1.8439088914585775,0.0,0.0
1.5148200064111028,1.2457309396155174,0.0,0.0,0.0,3.082207001484488,4.47213595499958,2.2731485374047877
1.6824260060797678,1.3423796509621049,2.4272360429169444,1.9446166923683976,2.1447610589527217,1.6733200530681511,0.0,1.7556215427832071
1.3870232258442192,1.0717734625362931,3.6840314986403864,0.0,0.0,0.0,0.0,0.0
1.6156234211948595,1.2457309396155174,0.0,0.0,0.0,1.6431676725154984,0.0,3.0073801295606133
1.4167822033014115,1.148698354997035,0.0,0.0,0.0,2.073644135332772,0.0,3.1622776601683795
1.4980679431428716,1.174618943088019,0.0,0.0,1.61245154965971,1.61245154965971,0.0,2.6591479484724942
1.4167822033014115,1.0,0.0,0.0,0.0,3.605551275463989,0.0,2.8577975428007782
1.610778682311281,1.3195079107728942,1.8370905500142276,1.5779670210741878,2.6076809620810595,0.0,0.0,0.0
1.4537464474156747,1.174618943088019,0.0,0.0,2.6267851073127395,0.0,0.0,2.114742526881128
1.2765180070092417,1.0717734625362931,0.0,0.0,0.0,0.0,8.167006795638168,0.0
1.6841498152752292,1.335141362540313,1.6261333316791686,1.44001532468678,1.9235384061671346,2.345207879911715,0.0,1.8988289221159418
1.4645589422527667,1.2311444133449163,0.0,0.0,0.0,4.012480529547776,4.806245936279167,2.4909509876742715
1.2413658170152087,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7934948606565868,1.3903891703159095,2.4496598167132055,1.3049669101523764,1.449137674618944,2.16794833886788,1.7029386365926402,1.8534057320143191
1.6974556224115793,1.0717734625362931,0.0,0.0,0.0,8.769264507357502,0.0,2.6591479484724942
1.5187856847554257,1.214814044039067,0.0,2.23606797749979,1.51657508881031,2.6457513110645907,3.5355339059327378,0.0
1.8642650423459628,1.4348951656753595,2.0567101162059633,1.59671843378737,1.3416407864998738,1.8165902124584952,0.0,2.348109771888037
1.6486864043382532,1.3423796509621049,2.5092987040930996,1.8001028718392542,3.492849839314596,0.0,0.0,0.0
1.4299691483087287,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.8635022489239097,1.4497008237135636,2.250617114677132,1.6148315584236828,2.024845673131659,1.0488088481701516,0.0,2.182762401139583
1.394950793962421,1.148698354997035,0.0,0.0,0.0,0.0,6.324555320336759,2.514866859365871
1.4480892742853726,1.174618943088019,0.0,0.0,0.0,1.8973665961010275,3.7815340802378077,2.7489005429307594
1.6547040414280916,1.31101942303975,2.320794416806389,1.8803015465431967,2.32379000772445,1.0488088481701516,0.0,2.23606797749979
1.5544838261856166,1.1962311988513155,0.0,0.0,1.378404875209022,1.9493588689617927,0.0,0.0
1.3870232258442192,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.5608947941283693,1.2311444133449163,2.2306991044756197,2.1706422081393097,1.8973665961010275,1.3416407864998738,0.0,0.0
1.394950793962421,1.0717734625362931,0.0,0.0,0.0,2.23606797749979,0.0,2.8577975428007782
1.6360961005932173,1.3020054543174677,2.4272360429169444,0.0,2.1908902300206643,0.0,0.0,2.312552006517556
1.2413658170152087,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.839367718836263,1.426943588457651,2.381101577952299,1.9168293127388174,1.8165902124584952,1.0954451150103321,0.0,1.2818610191887023
1.5302094165649887,1.2311444133449163,0.0,0.0,1.4832396974191326,2.073644135332772,4.47213595499958,2.514866859365871
1.2915496650148839,1.1161231740339044,0.0,0.0,3.1622776601683795,0.0,8.167006795638168,0.0
1.3052998807949197,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
1.6547040414280916,1.31101942303975,1.7435134012651283,1.8001028718392542,1.7888543819998317,2.073644135332772,0.0,1.5172912992053529
1.9517620489124932,1.5084571694663824,2.064560230912734,2.006220914929266,1.9748417658131499,1.3038404810405297,1.7029386365926402,2.090539326748586
1.4645589422527667,1.174618943088019,0.0,0.0,0.0,1.7888543819998317,3.7815340802378077,2.7489005429307594
1.5901380045278521,1.2589254117941673,2.024693852005457,0.0,1.760681686165901,1.760681686165901,0.0,2.0215250056184093
1.6083119076007948,1.2589254117941673,0.0,0.0,0.0,2.8809720581775866,3.5355339059327378,2.6591479484724942
1.2915496650148839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.644574796238788,1.0,0.0,0.0,0.0,10.0,0.0,0.0
1.6339204152187476,1.3020054543174677,2.776331098545561,0.0,1.8973665961010275,0.0,0.0,1.632354899798094
1.6007244024062173,1.2923922207808318,1.9219973427746713,1.9446166923683976,2.4083189157584592,2.073644135332772,2.6645825188948455,0.0
1.6249778839784477,1.2820888539868154,2.024693852005457,0.0,1.9493588689617927,1.140175425099138,2.8809720581775866,2.7632306576774277
1.5818111487619153,1.2457309396155174,0.0,0.0,1.2649110640673518,1.7888543819998317,4.08656334834051,2.7632306576774277
1.7436733942226696,1.3492828476735634,0.0,2.260268990580086,1.4142135623730951,1.8439088914585775,0.0,1.8988289221159418
1.4537464474156747,1.1161231740339044,3.2172248249150837,0.0,0.0,0.0,0.0,0.0
1.573118124014776,1.2923922207808318,2.4272360429169444,1.632354899798094,2.6076809620810595,1.3038404810405297,0.0,0.0
1.3510667516017707,1.148698354997035,0.0,0.0,0.0,3.646916505762094,7.0710678118654755,2.0215250056184093
1.4234978142529127,1.148698354997035,0.0,0.0,0.0,2.04939015319192,7.0710678118654755,2.6591479484724942
1.6226794404526244,1.2589254117941673,0.0,1.665799323178612,1.140175425099138,2.258317958127243,0.0,0.0
1.4480892742853726,1.1962311988513155,0.0,0.0,0.0,1.8973665961010275,0.0,2.9068629258551293
1.4167822033014115,1.148698354997035,0.0,2.23606797749979,2.073644135332772,0.0,0.0,2.6591479484724942
1.2915496650148839,1.0717734625362931,3.2172248249150837,0.0,3.1622776601683795,3.1622776601683795,0.0,0.0
1.638248883451656,1.3020054543174677,0.0,1.5779670210741878,2.16794833886788,1.8708286933869709,0.0,1.8803015465431967
1.2765180070092417,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.758744997333864,1.3851516854212416,2.8479825673300656,1.8415116050578215,2.073644135332772,0.0,0.0,1.665799323178612
1.2765180070092417,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.47476822250981,1.148698354997035,0.0,2.23606797749979,0.0,0.0,0.0,2.942830956382712
1.2915496650148839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5187856847554257,1.2311444133449163,0.0,0.0,1.51657508881031,0.0,5.0,2.6591479484724942
1.4537464474156747,1.1962311988513155,0.0,1.825285251622753,0.0,1.8439088914585775,4.711687595755898,2.5813431580444846
1.4025335376029113,1.148698354997035,0.0,0.0,0.0,2.1908902300206643,4.47213595499958,2.7831576837137404
1.5338703441645076,1.1962311988513155,0.0,0.0,0.0,1.449137674618944,0.0,3.0426024138599663
1.6058144886858523,1.2589254117941673,0.0,2.0654650327566206,1.6733200530681511,1.1832159566199232,0.0,0.0
1.3407492401952805,1.0717734625362931,3.6840314986403864,0.0,0.0,0.0,0.0,2.6591479484724942
1.4697344922755988,1.148698354997035,0.0,0.0,1.760681686165901,0.0,0.0,2.6591479484724942
1.3407492401952805,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9496422798052622,1.520387861280808,1.7099759466766968,1.6548754598234365,2.04939015319192,2.04939015319192,2.4899799195977463,2.082281603850872
1.5789558319019596,1.2923922207808318,1.9219973427746713,1.632354899798094,2.863564212655271,1.2649110640673518,2.6645825188948455,1.9446166923683976
1.4167822033014115,1.1962311988513155,0.0,0.0,0.0,2.949576240750525,5.0,2.6591479484724942
1.4980679431428716,1.174618943088019,0.0,0.0,0.0,0.0,4.47213595499958,2.990697562442441
1.6317213032934124,1.2709816152101407,1.885203631020986,0.0,0.0,2.4698178070456938,2.588435821108957,2.7831576837137404
1.4167822033014115,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.9824707732642877,1.490182215342446,1.7758080034852015,1.4315691227432645,1.3038404810405297,2.258317958127243,0.0,2.4022104858861564
1.6547040414280916,1.31101942303975,2.7144176165949063,2.114742526881128,1.7888543819998317,0.0,2.588435821108957,0.0
1.4362143473545645,1.148698354997035,0.0,0.0,1.9493588689617927,0.0,0.0,0.0
1.7274814651551655,1.3558821066938467,1.5874010519681994,1.4142135623730951,1.7029386365926402,1.7029386365926402,0.0,1.4142135623730951
1.2915496650148839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.708450536308733,1.3423796509621049,0.0,0.0,2.1908902300206643,2.0,0.0,2.4022104858861564
1.5409890916538365,1.2311444133449163,0.0,1.825285251622753,2.024845673131659,1.4142135623730951,0.0,1.825285251622753
1.4890953247181091,1.1962311988513155,0.0,1.9446166923683976,0.0,1.6733200530681511,0.0,2.7489005429307594
1.6403792701103175,1.3020054543174677,2.2306991044756197,0.0,2.4083189157584592,2.16794833886788,0.0,0.0
1.3870232258442192,1.148698354997035,0.0,0.0,0.0,2.3021728866442674,6.324555320336759,2.514866859365871
1.5928377813306158,1.2589254117941673,0.0,2.0215250056184093,1.224744871391589,1.7320508075688772,0.0,2.7632306576774277
1.675385743244959,1.3423796509621049,1.6134286460245437,1.4315691227432645,2.1908902300206643,2.1908902300206643,0.0,1.8803015465431967
1.2202849358728105,1.0,0.0,3.1622776601683795,0.0,0.0,0.0,0.0
1.4796681446837605,1.1962311988513155,2.5560665504814426,0.0,1.7029386365926402,0.0,0.0,2.0215250056184093
1.4025335376029113,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
2.0329054873903862,1.5537508714732025,2.24401702659183,1.4723954424229517,1.5491933384829668,2.1447610589527217,1.6733200530681511,2.1094357284016496
1.4592328029610848,1.174618943088019,0.0,0.0,0.0,2.588435821108957,5.0,2.4746160019198826
1.329754545639786,1.1161231740339044,3.2172248249150837,0.0,2.7748873851023217,0.0,5.770615218501404,0.0
1.3870232258442192,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.3052998807949197,1.0,0.0,0.0,0.0,5.224940191045253,5.770615218501404,0.0
1.5701330084113911,1.2311444133449163,0.0,0.0,1.3038404810405297,0.0,0.0,3.058454424531262
1.6339204152187476,1.3275316748885193,1.7758080034852015,2.1706422081393097,2.1908902300206643,1.0954451150103321,0.0,0.0
1.5066301902946675,1.214814044039067,0.0,1.8803015465431967,1.5811388300841898,1.5811388300841898,0.0,1.8803015465431967
1.5107694922198307,1.174618943088019,0.0,0.0,0.0,1.5491933384829668,4.08656334834051,2.6591479484724942
1.3870232258442192,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,3.1622776601683795
1.5874010519681994,1.2820888539868154,1.9746808222123668,1.665799323178612,2.16794833886788,1.2649110640673518,0.0,0.0
1.573118124014776,1.2311444133449163,0.0,0.0,0.0,2.258317958127243,3.1622776601683795,2.7831576837137404
1.2915496650148839,1.1161231740339044,0.0,0.0,3.1622776601683795,0.0,8.167006795638168,0.0
1.5608947941283693,1.2709816152101407,0.0,0.0,0.0,3.807886552931954,0.0,2.6930625217004334
1.8672914997649779,1.4497008237135636,2.386966383854674,1.4564753151219703,2.073644135332772,1.0488088481701516,0.0,1.7368421418769384
1.4480892742853726,1.148698354997035,0.0,0.0,0.0,0.0,0.0,2.942830956382712
1.3510667516017707,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,2.8577975428007782
1.3787157053417285,1.148698354997035,0.0,0.0,0.0,2.3664319132398464,6.324555320336759,2.514866859365871
1.610778682311281,1.2311444133449163,0.0,1.8803015465431967,1.1832159566199232,1.1832159566199232,0.0,2.8117066259517456
1.4422495703074083,1.1161231740339044,3.2172248249150837,0.0,0.0,0.0,0.0,2.8577975428007782
1.4697344922755988,1.1962311988513155,2.2306991044756197,0.0,0.0,2.4899799195977463,4.711687595755898,2.5813431580444846
1.394950793962421,1.148698354997035,0.0,2.23606797749979,0.0,0.0,0.0,2.942830956382712
1.5511972929971547,1.2589254117941673,0.0,0.0,0.0,2.4083189157584592,0.0,2.9068629258551293
1.3870232258442192,1.0,0.0,0.0,0.0,3.24037034920393,0.0,3.1622776601683795
1.5409890916538365,1.2457309396155174,0.0,0.0,0.0,2.024845673131659,4.266145801540309,2.823997311427678
1.65667160341297,1.31101942303975,1.7435134012651283,2.2645866205520235,1.7888543819998317,1.7888543819998317,3.24037034920393,1.5172912992053529
1.8541480905398953,1.4387268865499157,2.2830512139525267,1.4801656089845705,1.8708286933869709,1.224744871391589,1.5491933384829668,2.087797629929844
1.67893539542235,1.31101942303975,1.8069688693211896,2.2017447303028406,1.9493588689617927,1.6733200530681511,0.0,1.8534057320143191
1.5981299899944055,1.2709816152101407,0.0,1.665799323178612,1.7029386365926402,1.7029386365926402,2.7748873851023217,2.3557959950311154
1.5544838261856166,1.2311444133449163,0.0,0.0,0.0,1.9493588689617927,0.0,2.990697562442441
1.3510667516017707,1.1161231740339044,3.2172248249150837,0.0,0.0,0.0,0.0,2.8577975428007782
1.6486864043382532,1.2820888539868154,1.8370905500142276,0.0,1.4832396974191326,2.3664319132398464,2.4899799195977463,2.4746160019198826
1.5874010519681994,1.2311444133449163,0.0,0.0,0.0,1.760681686165901,0.0,3.058454424531262
1.394950793962421,1.1161231740339044,0.0,0.0,0.0,2.23606797749979,5.0,2.23606797749979
1.3052998807949197,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
1.5760586001492374,1.2457309396155174,0.0,0.0,1.3038404810405297,1.3038404810405297,3.331666249791536,2.5813431580444846
2.192348240503306,1.7020135636890192,2.3269667714505617,1.7556215427832071,2.32379000772445,1.5491933384829668,2.4698178070456938,1.8128252384140608
1.4796681446837605,1.148698354997035,0.0,0.0,1.7029386365926402,1.7029386365926402,0.0,2.942830956382712
1.6007244024062173,1.2589254117941673,3.011070211007578,1.7368421418769384,1.7029386365926402,1.1832159566199232,0.0,0.0
1.6058144886858523,1.2457309396155174,0.0,0.0,1.1832159566199232,1.6733200530681511,0.0,3.0706155169702596
1.8006450836859638,1.405115826483646,2.024693852005457,0.0,1.224744871391589,2.0,2.8809720581775866,2.0987003380923746
