line_length,word_count,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans
89,15,6.2,6.2,5.6000000000000005,1.1,0.0,12.5,1.6466408667027277,1.31101942303975,1.8370905500142276,1.5779670210741878,2.3664319132398464,1.0488088481701516,0.0,1.8803015465431967
96,12,7.1,7.1,2.1,2.1,0.0,0.0,1.6605515380991513,1.2820888539868154,1.9219973427746713,1.632354899798094,1.449137674618944,1.449137674618944,0.0,0.0
17,5,0.0,0.0,0.0,17.599999999999998,0.0,57.1,1.3699873177397457,1.174618943088019,0.0,0.0,0.0,4.195235392680606,0.0,2.7489005429307594
52,47,2.0,0.0,0.0,5.800000000000001,0.0,78.4,1.5511972929971547,1.4696360133599293,1.2599210498948732,0.0,0.0,2.4083189157584592,0.0,2.975630596776331
17,2,0.0,50.0,0.0,0.0,0.0,0.0,1.3699873177397457,1.0717734625362931,0.0,2.6591479484724942,0.0,0.0,0.0,0.0
16,2,0.0,33.300000000000004,0.0,6.2,0.0,0.0,1.360790000174377,1.0717734625362931,0.0,2.4022104858861564,0.0,2.4899799195977463,0.0,0.0
16,2,0.0,33.300000000000004,0.0,6.2,0.0,0.0,1.360790000174377,1.0717734625362931,0.0,2.4022104858861564,0.0,2.4899799195977463,0.0,0.0
28,7,0.0,0.0,3.6,7.1,0.0,66.7,1.4480892742853726,1.214814044039067,0.0,0.0,1.8973665961010275,2.6645825188948455,0.0,2.8577975428007782
271,49,8.6,6.9,5.5,3.3000000000000003,1.7000000000000002,10.3,1.8635022489239097,1.4757731615945522,2.0487996145182663,1.6207359770526288,2.345207879911715,1.8165902124584952,1.3038404810405297,1.7914690360640462
84,14,18.8,6.2,2.4,2.4,0.0,18.8,1.6360961005932173,1.3020054543174677,2.6590057904691733,1.5779670210741878,1.5491933384829668,1.5491933384829668,0.0,2.082281603850872
10,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2915496650148839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2765180070092417,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,10,0.0,0.0,1.4,5.5,14.3,42.9,1.610778682311281,1.2589254117941673,0.0,0.0,1.1832159566199232,2.345207879911715,3.7815340802378077,2.55925949397968
4,2,0.0,0.0,0.0,0.0,0.0,50.0,1.1665290395761165,1.0717734625362931,0.0,0.0,0.0,0.0,0.0,2.6591479484724942
