line_length,word_count,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,line_length_trans,verb_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,word_count_trans,adj_percentage_trans,number_percentage_trans,proper_noun_percentage_trans
65,10,8.3,0.0,3.1,3.1,0.0,16.7,1.5180683844287584,2.8809720581775866,1.760681686165901,1.760681686165901,1.1197889288345146,0.0,0.0,4.08656334834051
72,10,0.0,0.0,0.0,8.3,12.5,50.0,1.5336746868385573,0.0,0.0,2.8809720581775866,1.235685097983129,0.0,2.320794416806389,7.0710678118654755
10,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2589254117941673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,0.0,0.0,0.0,100.0,0.0,0.0,1.5647619150300627,0.0,0.0,10.0,1.5848931924611136,0.0,0.0,0.0
83,14,21.4,0.0,3.6,0.0,0.0,7.1,1.5556353708263266,4.626013402488151,1.8973665961010275,0.0,0.0,0.0,0.0,2.6645825188948455
69,13,7.1,14.3,5.800000000000001,4.3,7.1,0.0,1.5271612967071428,2.6645825188948455,2.4083189157584592,2.073644135332772,1.1570359301034678,2.4272360429169444,1.9219973427746713,0.0
79,12,8.3,0.0,3.8,1.3,8.3,58.3,1.547970603881666,2.8809720581775866,1.9493588689617927,1.140175425099138,1.026583631304232,0.0,2.024693852005457,7.635443667528429
62,9,0.0,0.0,1.6,3.2,16.7,58.3,1.510911994691163,0.0,1.2649110640673518,1.7888543819998317,1.1233497625229583,0.0,2.5560665504814426,7.635443667528429
149,20,0.0,26.1,2.0,3.4000000000000004,0.0,13.0,1.6493720349527217,0.0,1.4142135623730951,1.8439088914585775,1.1301807132434794,2.9662892813449506,0.0,3.605551275463989
29,3,33.300000000000004,0.0,0.0,0.0,0.0,0.0,1.400360331291396,5.770615218501404,0.0,0.0,0.0,0.0,0.0,0.0
59,13,14.3,7.1,6.800000000000001,1.7000000000000002,0.0,0.0,1.5034368858142386,3.7815340802378077,2.6076809620810595,1.3038404810405297,1.0544958918547662,1.9219973427746713,0.0,0.0
15,4,0.0,0.0,0.0,13.3,50.0,16.7,1.31101942303975,0.0,0.0,3.646916505762094,1.2953441380589512,0.0,3.6840314986403864,4.08656334834051
24,4,0.0,0.0,0.0,4.2,50.0,50.0,1.3741088103166372,0.0,0.0,2.04939015319192,1.1543165676600577,0.0,3.6840314986403864,7.0710678118654755
78,10,0.0,7.7,1.3,5.1,0.0,0.0,1.5459998956507686,0.0,1.140175425099138,2.258317958127243,1.1769473018226546,1.9746808222123668,0.0,0.0
28,6,0.0,0.0,0.0,3.6,0.0,71.39999999999999,1.3954548940149718,0.0,0.0,1.8973665961010275,1.1366591441393648,0.0,0.0,8.449852069711042
23,4,0.0,25.0,4.3,0.0,0.0,50.0,1.368273083326153,0.0,2.073644135332772,0.0,0.0,2.924017738212866,0.0,7.0710678118654755
10,2,33.300000000000004,0.0,10.0,10.0,0.0,0.0,1.2589254117941673,5.770615218501404,3.1622776601683795,3.1622776601683795,1.2589254117941673,0.0,0.0,0.0
85,14,0.0,6.2,4.7,3.5000000000000004,0.0,12.5,1.55934385287342,0.0,2.16794833886788,1.8708286933869709,1.1334615816706977,1.8370905500142276,0.0,3.5355339059327378
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2457309396155174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,26,23.1,11.5,4.3,0.0,0.0,7.7,1.6621973577052471,4.806245936279167,2.073644135332772,0.0,0.0,2.2571787177370006,0.0,2.7748873851023217
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2457309396155174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,4,0.0,25.0,0.0,0.0,0.0,75.0,1.4185720345070807,0.0,0.0,0.0,0.0,2.924017738212866,0.0,8.660254037844387
10,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2589254117941673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,0.0,0.0,2.3,0.0,25.0,50.0,1.4566219347661553,0.0,1.51657508881031,0.0,0.0,0.0,2.924017738212866,7.0710678118654755
29,6,0.0,11.1,0.0,3.4000000000000004,22.2,44.4,1.400360331291396,0.0,0.0,1.8439088914585775,1.1301807132434794,2.2306991044756197,2.810504757710476,6.663332499583072
21,4,0.0,0.0,0.0,4.8,20.0,60.0,1.3558821066938467,0.0,0.0,2.1908902300206643,1.1698336881100935,0.0,2.7144176165949063,7.745966692414834
47,6,0.0,0.0,0.0,2.1,0.0,85.7,1.4696360133599293,0.0,0.0,1.449137674618944,1.0770154403043632,0.0,0.0,9.257429448826494
71,10,0.0,18.2,2.8000000000000003,1.4,0.0,0.0,1.531531151659999,0.0,1.6733200530681511,1.1832159566199232,1.0342196941293802,2.6304121142856256,0.0,0.0
14,2,50.0,0.0,0.0,0.0,0.0,50.0,1.3020054543174677,7.0710678118654755,0.0,0.0,0.0,0.0,0.0,7.0710678118654755
32,4,0.0,0.0,3.1,0.0,0.0,50.0,1.4142135623730951,0.0,1.760681686165901,0.0,0.0,0.0,0.0,7.0710678118654755
14,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3020054543174677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,66,5.0,7.5,4.2,4.2,6.2,18.8,1.8237253753272908,2.23606797749979,2.04939015319192,2.04939015319192,1.1543165676600577,1.9574338205844317,1.8370905500142276,4.33589667773576
61,13,7.1,7.1,8.200000000000001,1.6,7.1,14.3,1.5084571694663824,2.6645825188948455,2.863564212655271,1.2649110640673518,1.0481223894689577,1.9219973427746713,1.9219973427746713,3.7815340802378077
23,6,0.0,0.0,0.0,8.7,25.0,50.0,1.368273083326153,0.0,0.0,2.949576240750525,1.2415148690379023,0.0,2.924017738212866,7.0710678118654755
38,5,0.0,0.0,0.0,0.0,20.0,80.0,1.4387268865499157,0.0,0.0,0.0,0.0,0.0,2.7144176165949063,8.94427190999916
82,11,6.7,0.0,0.0,6.1,6.7,60.0,1.5537508714732025,2.588435821108957,0.0,2.4698178070456938,1.1982101205794178,0.0,1.885203631020986,7.745966692414834
23,2,0.0,0.0,0.0,0.0,0.0,100.0,1.368273083326153,0.0,0.0,0.0,0.0,0.0,0.0,10.0
473,54,5.6000000000000005,4.2,1.7000000000000002,5.1,0.0,33.300000000000004,1.8513396993996083,2.3664319132398464,1.3038404810405297,2.258317958127243,1.1769473018226546,1.6134286460245437,0.0,5.770615218501404
93,15,20.0,20.0,3.2,0.0,6.7,0.0,1.5734331462265458,4.47213595499958,1.7888543819998317,0.0,0.0,2.7144176165949063,1.885203631020986,0.0
26,4,0.0,0.0,3.8,0.0,0.0,0.0,1.3851516854212416,0.0,1.9493588689617927,0.0,0.0,0.0,0.0,0.0
137,21,4.0,4.0,2.9000000000000004,2.9000000000000004,0.0,4.0,1.6355809994669548,2.0,1.7029386365926402,1.7029386365926402,1.1123457499326046,1.5874010519681994,0.0,2.0
10,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2589254117941673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,19,0.0,0.0,4.8,4.0,0.0,33.300000000000004,1.6193553801377651,0.0,2.1908902300206643,2.0,1.148698354997035,0.0,0.0,5.770615218501404
49,8,0.0,11.1,4.1000000000000005,2.0,0.0,11.1,1.4757731615945522,0.0,2.024845673131659,1.4142135623730951,1.0717734625362931,2.2306991044756197,0.0,3.331666249791536
36,6,0.0,14.3,0.0,2.8000000000000003,0.0,57.1,1.4309690811052556,0.0,0.0,1.6733200530681511,1.108449222600272,2.4272360429169444,0.0,7.556454194925025
86,14,11.1,0.0,5.800000000000001,4.7,0.0,0.0,1.5611687346306369,3.331666249791536,2.4083189157584592,2.16794833886788,1.1673733801794233,0.0,0.0,0.0
19,4,0.0,0.0,0.0,5.3,40.0,40.0,1.3423796509621049,0.0,0.0,2.3021728866442674,1.1814832989196156,0.0,3.4199518933533937,6.324555320336759
66,10,0.0,16.7,1.5,3.0,0.0,58.3,1.520387861280808,0.0,1.224744871391589,1.7320508075688772,1.1161231740339044,2.5560665504814426,0.0,7.635443667528429
104,19,4.2,4.2,4.8,4.8,0.0,12.5,1.5911214624647507,2.04939015319192,2.1908902300206643,2.1908902300206643,1.1698336881100935,1.6134286460245437,0.0,3.5355339059327378
6,1,0.0,100.0,0.0,0.0,0.0,0.0,1.1962311988513155,0.0,0.0,0.0,0.0,4.641588833612778,0.0,0.0
34,6,16.7,0.0,2.9000000000000004,0.0,0.0,16.7,1.4228132198218728,4.08656334834051,1.7029386365926402,0.0,0.0,0.0,0.0,4.08656334834051
21,3,0.0,0.0,0.0,0.0,0.0,100.0,1.3558821066938467,0.0,0.0,0.0,0.0,0.0,0.0,10.0
593,82,11.3,4.7,2.4,4.6,2.8000000000000003,19.8,1.8936751029569991,3.361547262794322,1.5491933384829668,2.1447610589527217,1.1648655007461621,1.6750686836022342,1.4094597464129783,4.449719092257398
30,5,0.0,0.0,0.0,6.7,25.0,37.5,1.405115826483646,0.0,0.0,2.588435821108957,1.2095044770593142,0.0,2.924017738212866,6.123724356957945
13,3,33.300000000000004,0.0,7.7,0.0,33.300000000000004,0.0,1.2923922207808318,5.770615218501404,2.7748873851023217,0.0,0.0,0.0,3.2172248249150837,0.0
19,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3423796509621049,0.0,0.0,0.0,0.0,0.0,0.0,10.0
11,1,0.0,0.0,0.0,27.3,33.300000000000004,0.0,1.2709816152101407,0.0,0.0,5.224940191045253,1.3919263767102015,0.0,3.2172248249150837,0.0
58,8,0.0,0.0,1.7000000000000002,0.0,0.0,87.5,1.50086904106665,0.0,1.3038404810405297,0.0,0.0,0.0,0.0,9.354143466934854
83,17,5.6000000000000005,22.2,4.8,1.2,0.0,0.0,1.5556353708263266,2.3664319132398464,2.1908902300206643,1.0954451150103321,1.0183993761470242,2.810504757710476,0.0,0.0
40,7,0.0,12.5,2.5,2.5,0.0,12.5,1.4461255495919247,0.0,1.5811388300841898,1.5811388300841898,1.0959582263852172,2.320794416806389,0.0,3.5355339059327378
41,5,0.0,0.0,0.0,2.4,16.7,50.0,1.4497008237135636,0.0,0.0,1.5491933384829668,1.091493425617897,0.0,2.5560665504814426,7.0710678118654755
19,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3423796509621049,0.0,0.0,0.0,0.0,0.0,0.0,10.0
64,12,7.7,7.7,4.7,1.6,0.0,0.0,1.5157165665103982,2.7748873851023217,2.16794833886788,1.2649110640673518,1.0481223894689577,1.9746808222123668,0.0,0.0
59,8,0.0,0.0,0.0,5.1,10.0,60.0,1.5034368858142386,0.0,0.0,2.258317958127243,1.1769473018226546,0.0,2.154434690031884,7.745966692414834
10,3,0.0,0.0,10.0,0.0,66.7,0.0,1.2589254117941673,0.0,3.1622776601683795,0.0,0.0,0.0,4.055477018001903,0.0
55,11,0.0,0.0,0.0,14.499999999999998,0.0,52.6,1.4929190815424387,0.0,0.0,3.807886552931954,1.3065823891342858,0.0,0.0,7.252585745787498
276,41,13.6,4.5,4.3,1.1,0.0,9.1,1.7542476693426339,3.687817782917155,2.073644135332772,1.0488088481701516,1.009576582776887,1.6509636244473134,0.0,3.0166206257996713
28,4,0.0,0.0,0.0,0.0,0.0,75.0,1.3954548940149718,0.0,0.0,0.0,0.0,0.0,0.0,8.660254037844387
15,3,0.0,0.0,0.0,0.0,0.0,66.7,1.31101942303975,0.0,0.0,0.0,0.0,0.0,0.0,8.167006795638168
18,4,0.0,0.0,0.0,5.6000000000000005,40.0,40.0,1.335141362540313,0.0,0.0,2.3664319132398464,1.1880064613519559,0.0,3.4199518933533937,6.324555320336759
73,8,0.0,12.5,1.4,1.4,0.0,62.5,1.5357915933617867,0.0,1.1832159566199232,1.1832159566199232,1.0342196941293802,2.320794416806389,0.0,7.905694150420948
27,3,33.300000000000004,0.0,0.0,0.0,0.0,66.7,1.3903891703159095,5.770615218501404,0.0,0.0,0.0,0.0,0.0,8.167006795638168
32,6,11.1,0.0,0.0,6.2,22.2,44.4,1.4142135623730951,3.331666249791536,0.0,2.4899799195977463,1.2001600575667746,0.0,2.810504757710476,6.663332499583072
20,4,0.0,25.0,0.0,0.0,0.0,75.0,1.3492828476735634,0.0,0.0,0.0,0.0,2.924017738212866,0.0,8.660254037844387
52,10,0.0,0.0,0.0,5.800000000000001,0.0,71.39999999999999,1.4845688180219065,0.0,0.0,2.4083189157584592,1.1921826559427973,0.0,0.0,8.449852069711042
19,1,0.0,0.0,0.0,10.5,0.0,100.0,1.3423796509621049,0.0,0.0,3.24037034920393,1.2650827381797884,0.0,0.0,10.0
49,9,0.0,0.0,0.0,4.1000000000000005,18.2,63.6,1.4757731615945522,0.0,0.0,2.024845673131659,1.1515382961787317,0.0,2.6304121142856256,7.974960814950754
94,15,5.3,26.3,3.2,3.2,10.5,5.3,1.5751168787068055,2.3021728866442674,1.7888543819998317,1.7888543819998317,1.1233497625229583,2.9738467389284104,2.1897595699439445,2.3021728866442674
259,38,11.9,4.8,3.5000000000000004,1.5,2.4,19.0,1.7431307989861904,3.449637662132068,1.8708286933869709,1.224744871391589,1.0413797439924106,1.6868653306034984,1.338865900164339,4.358898943540674
106,15,5.9,23.5,3.8,2.8000000000000003,0.0,11.8,1.5941551500450146,2.4289915602982237,1.9493588689617927,1.6733200530681511,1.108449222600272,2.8643271579912186,0.0,3.4351128074635335
68,11,0.0,7.7,2.9000000000000004,2.9000000000000004,7.7,30.8,1.5249334511509007,0.0,1.7029386365926402,1.7029386365926402,1.1123457499326046,1.9746808222123668,1.9746808222123668,5.549774770204643
53,8,0.0,0.0,0.0,3.8,0.0,80.0,1.487399348620308,0.0,0.0,1.9493588689617927,1.1428213880435563,0.0,0.0,8.94427190999916
15,3,33.300000000000004,0.0,0.0,0.0,0.0,66.7,1.31101942303975,5.770615218501404,0.0,0.0,0.0,0.0,0.0,8.167006795638168
90,12,6.2,0.0,2.2,5.6000000000000005,6.2,37.5,1.5682823361402,2.4899799195977463,1.4832396974191326,2.3664319132398464,1.1880064613519559,0.0,1.8370905500142276,6.123724356957945
64,8,0.0,0.0,0.0,3.1,0.0,87.5,1.5157165665103982,0.0,0.0,1.760681686165901,1.1197889288345146,0.0,0.0,9.354143466934854
20,3,0.0,0.0,0.0,5.0,25.0,25.0,1.3492828476735634,0.0,0.0,2.23606797749979,1.174618943088019,0.0,2.924017738212866,5.0
11,2,0.0,0.0,0.0,0.0,0.0,50.0,1.2709816152101407,0.0,0.0,0.0,0.0,0.0,0.0,7.0710678118654755
60,9,0.0,0.0,1.7000000000000002,1.7000000000000002,11.1,44.4,1.5059658546149226,0.0,1.3038404810405297,1.3038404810405297,1.0544958918547662,0.0,2.2306991044756197,6.663332499583072
1170,204,12.6,9.5,5.4,2.4,6.1,10.8,2.026835891215584,3.5496478698597698,2.32379000772445,1.5491933384829668,1.091493425617897,2.1179117921274466,1.8271601368635204,3.286335345030997
34,4,0.0,0.0,2.9000000000000004,2.9000000000000004,0.0,75.0,1.4228132198218728,0.0,1.7029386365926402,1.7029386365926402,1.1123457499326046,0.0,0.0,8.660254037844387
69,10,27.3,9.1,2.9000000000000004,1.4,0.0,0.0,1.5271612967071428,5.224940191045253,1.7029386365926402,1.1832159566199232,1.0342196941293802,2.087759478663449,0.0,0.0
71,9,0.0,0.0,1.4,2.8000000000000003,0.0,88.9,1.531531151659999,0.0,1.1832159566199232,1.6733200530681511,1.108449222600272,0.0,0.0,9.428679653058534
199,30,8.3,0.0,1.5,4.0,8.3,19.4,1.697795224351207,2.8809720581775866,1.224744871391589,2.0,1.148698354997035,0.0,2.024693852005457,4.404543109109048
30,2,0.0,0.0,0.0,3.3000000000000003,0.0,100.0,1.405115826483646,0.0,0.0,1.8165902124584952,1.126811819999242,0.0,0.0,10.0
22,4,0.0,0.0,0.0,0.0,0.0,100.0,1.362204366553743,0.0,0.0,0.0,0.0,0.0,0.0,10.0
64,11,7.7,7.7,3.1,3.1,0.0,0.0,1.5157165665103982,2.7748873851023217,1.760681686165901,1.760681686165901,1.1197889288345146,1.9746808222123668,0.0,0.0
21,4,0.0,0.0,0.0,4.8,40.0,40.0,1.3558821066938467,0.0,0.0,2.1908902300206643,1.1698336881100935,0.0,3.4199518933533937,6.324555320336759
18,2,0.0,25.0,0.0,22.2,0.0,0.0,1.335141362540313,0.0,0.0,4.711687595755898,1.363437697087675,2.924017738212866,0.0,0.0
31,3,0.0,0.0,0.0,0.0,0.0,100.0,1.4097307383555406,0.0,0.0,0.0,0.0,0.0,0.0,10.0
101,15,5.3,10.5,2.0,5.0,0.0,47.4,1.5864709984787195,2.3021728866442674,1.4142135623730951,2.23606797749979,1.174618943088019,2.1897595699439445,0.0,6.884765791223402
114,20,4.2,8.3,1.7999999999999998,3.5000000000000004,12.5,37.5,1.605796419184009,2.04939015319192,1.3416407864998738,1.8708286933869709,1.1334615816706977,2.024693852005457,2.320794416806389,6.123724356957945
20,3,0.0,25.0,0.0,5.0,0.0,0.0,1.3492828476735634,0.0,0.0,2.23606797749979,1.174618943088019,2.924017738212866,0.0,0.0
22,2,0.0,0.0,0.0,13.6,0.0,0.0,1.362204366553743,0.0,0.0,3.687817782917155,1.2982367261521606,0.0,0.0,0.0
87,11,14.3,7.1,1.1,3.4000000000000004,7.1,35.7,1.5629746177521227,3.7815340802378077,1.0488088481701516,1.8439088914585775,1.1301807132434794,1.9219973427746713,1.9219973427746713,5.974947698515862
75,11,27.3,9.1,5.3,0.0,0.0,0.0,1.5399482490588157,5.224940191045253,2.3021728866442674,0.0,0.0,2.087759478663449,0.0,0.0
521,85,16.7,15.6,4.6,1.0,0.0,1.1,1.869320515566402,4.08656334834051,2.1447610589527217,1.0,1.0,2.4986659549227817,0.0,1.0488088481701516
60,9,0.0,11.1,3.3000000000000003,0.0,11.1,22.2,1.5059658546149226,0.0,1.8165902124584952,0.0,0.0,2.2306991044756197,2.2306991044756197,4.711687595755898
85,12,16.7,8.3,4.7,0.0,0.0,25.0,1.55934385287342,4.08656334834051,2.16794833886788,0.0,0.0,2.024693852005457,0.0,5.0
69,11,0.0,18.2,5.800000000000001,0.0,0.0,36.4,1.5271612967071428,0.0,2.4083189157584592,0.0,0.0,2.6304121142856256,0.0,6.0332412515993425
18,3,0.0,0.0,0.0,5.6000000000000005,25.0,50.0,1.335141362540313,0.0,0.0,2.3664319132398464,1.1880064613519559,0.0,2.924017738212866,7.0710678118654755
30,7,0.0,0.0,3.3000000000000003,0.0,0.0,14.3,1.405115826483646,0.0,1.8165902124584952,0.0,0.0,0.0,0.0,3.7815340802378077
15,3,0.0,0.0,0.0,0.0,0.0,33.300000000000004,1.31101942303975,0.0,0.0,0.0,0.0,0.0,0.0,5.770615218501404
72,11,0.0,0.0,0.0,4.2,6.7,73.3,1.5336746868385573,0.0,0.0,2.04939015319192,1.1543165676600577,0.0,1.885203631020986,8.561541917201597
6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.1962311988513155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,18,15.8,10.5,4.6,0.8999999999999999,0.0,10.5,1.5986104580964025,3.9749213828703582,2.1447610589527217,0.9486832980505138,0.9895192582062143,2.1897595699439445,0.0,3.24037034920393
83,15,5.9,5.9,4.8,3.6,5.9,17.599999999999998,1.5556353708263266,2.4289915602982237,2.1908902300206643,1.8973665961010275,1.1366591441393648,1.8069688693211896,1.8069688693211896,4.195235392680606
75,12,15.4,7.7,4.0,1.3,0.0,7.7,1.5399482490588157,3.924283374069717,2.0,1.140175425099138,1.026583631304232,1.9746808222123668,0.0,2.7748873851023217
19,3,0.0,33.300000000000004,0.0,0.0,0.0,33.300000000000004,1.3423796509621049,0.0,0.0,0.0,0.0,3.2172248249150837,0.0,5.770615218501404
25,4,0.0,14.3,0.0,16.0,14.3,0.0,1.379729661461215,0.0,0.0,4.0,1.3195079107728942,2.4272360429169444,2.4272360429169444,0.0
37,7,0.0,0.0,0.0,5.4,18.2,45.5,1.4348951656753595,0.0,0.0,2.32379000772445,1.1836938085304842,0.0,2.6304121142856256,6.745368781616021
20,3,0.0,0.0,0.0,5.0,0.0,75.0,1.3492828476735634,0.0,0.0,2.23606797749979,1.174618943088019,0.0,0.0,8.660254037844387
44,9,0.0,0.0,2.3,6.800000000000001,0.0,58.3,1.4599744906233632,0.0,1.51657508881031,2.6076809620810595,1.2112976963247013,0.0,0.0,7.635443667528429
91,15,11.1,0.0,3.3000000000000003,3.3000000000000003,0.0,16.7,1.570016220211393,3.331666249791536,1.8165902124584952,1.8165902124584952,1.126811819999242,0.0,0.0,4.08656334834051
11,1,0.0,0.0,0.0,27.3,33.300000000000004,0.0,1.2709816152101407,0.0,0.0,5.224940191045253,1.3919263767102015,0.0,3.2172248249150837,0.0
21,1,0.0,0.0,0.0,9.5,0.0,33.300000000000004,1.3558821066938467,0.0,0.0,3.082207001484488,1.252484501515308,0.0,0.0,5.770615218501404
355,56,11.7,11.7,5.1,1.1,0.0,21.7,1.7989655026692446,3.420526275297414,2.258317958127243,1.0488088481701516,1.009576582776887,2.2701886806493845,0.0,4.658325879540846
95,14,7.1,21.4,4.2,0.0,0.0,14.3,1.5767845668359715,2.6645825188948455,2.04939015319192,0.0,0.0,2.776331098545561,0.0,3.7815340802378077
40,6,0.0,0.0,5.0,0.0,0.0,50.0,1.4461255495919247,0.0,2.23606797749979,0.0,0.0,0.0,0.0,7.0710678118654755
10,1,0.0,0.0,0.0,10.0,0.0,0.0,1.2589254117941673,0.0,0.0,3.1622776601683795,1.2589254117941673,0.0,0.0,0.0
86,17,0.0,21.1,5.800000000000001,2.3,0.0,5.3,1.5611687346306369,0.0,2.4083189157584592,1.51657508881031,1.0868579428992127,2.763296488254628,0.0,2.3021728866442674
90,17,22.2,0.0,5.6000000000000005,1.1,11.1,0.0,1.5682823361402,4.711687595755898,2.3664319132398464,1.0488088481701516,1.009576582776887,0.0,2.2306991044756197,0.0
30,5,14.3,0.0,0.0,6.7,14.3,42.9,1.405115826483646,3.7815340802378077,0.0,2.588435821108957,1.2095044770593142,0.0,2.4272360429169444,6.549809157525126
13,2,0.0,0.0,0.0,0.0,0.0,100.0,1.2923922207808318,0.0,0.0,0.0,0.0,0.0,0.0,10.0
3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.1161231740339044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2457309396155174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,0.0,0.0,0.0,0.0,0.0,50.0,1.335141362540313,0.0,0.0,0.0,0.0,0.0,0.0,7.0710678118654755
5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.174618943088019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,15,23.5,5.9,4.2,2.1,0.0,0.0,1.578436529997654,4.847679857416329,2.04939015319192,1.449137674618944,1.0770154403043632,1.8069688693211896,0.0,0.0
75,4,0.0,10.0,0.0,18.7,20.0,10.0,1.5399482490588157,0.0,0.0,4.324349662087931,1.3402448918620287,2.154434690031884,2.7144176165949063,3.1622776601683795
95,15,13.3,20.0,5.3,1.1,0.0,0.0,1.5767845668359715,3.646916505762094,2.3021728866442674,1.0488088481701516,1.009576582776887,2.7144176165949063,0.0,0.0
51,10,0.0,10.0,3.9,0.0,0.0,20.0,1.4816888666071193,0.0,1.9748417658131499,0.0,0.0,2.154434690031884,0.0,4.47213595499958
20,4,0.0,0.0,0.0,5.0,20.0,60.0,1.3492828476735634,0.0,0.0,2.23606797749979,1.174618943088019,0.0,2.7144176165949063,7.745966692414834
51,8,16.7,16.7,0.0,0.0,16.7,33.300000000000004,1.4816888666071193,4.08656334834051,0.0,0.0,0.0,2.5560665504814426,2.5560665504814426,5.770615218501404
32,4,0.0,0.0,3.1,0.0,0.0,0.0,1.4142135623730951,0.0,1.760681686165901,0.0,0.0,0.0,0.0,0.0
76,13,0.0,7.1,5.3,2.6,7.1,7.1,1.5419892968416637,0.0,2.3021728866442674,1.61245154965971,1.100265093106018,1.9219973427746713,1.9219973427746713,2.6645825188948455
24,3,0.0,33.300000000000004,0.0,0.0,0.0,0.0,1.3741088103166372,0.0,0.0,0.0,0.0,3.2172248249150837,0.0,0.0
101,16,11.8,0.0,4.0,1.0,0.0,29.4,1.5864709984787195,3.4351128074635335,2.0,1.0,1.0,0.0,0.0,5.422176684690384
40,6,0.0,0.0,2.5,0.0,0.0,83.3,1.4461255495919247,0.0,1.5811388300841898,0.0,0.0,0.0,0.0,9.126883367283709
76,9,0.0,0.0,1.3,2.6,0.0,72.7,1.5419892968416637,0.0,1.140175425099138,1.61245154965971,1.100265093106018,0.0,0.0,8.526429498916883
16,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3195079107728942,0.0,0.0,0.0,0.0,0.0,0.0,10.0
96,14,6.2,6.2,2.1,2.1,0.0,6.2,1.578436529997654,2.4899799195977463,1.449137674618944,1.449137674618944,1.0770154403043632,1.8370905500142276,0.0,2.4899799195977463
64,10,15.4,15.4,1.6,6.2,7.7,7.7,1.5157165665103982,3.924283374069717,1.2649110640673518,2.4899799195977463,1.2001600575667746,2.4879419347290765,1.9746808222123668,2.7748873851023217
22,2,0.0,0.0,0.0,0.0,0.0,50.0,1.362204366553743,0.0,0.0,0.0,0.0,0.0,0.0,7.0710678118654755
88,16,0.0,10.5,4.5,3.4000000000000004,0.0,5.3,1.5647619150300627,0.0,2.1213203435596424,1.8439088914585775,1.1301807132434794,2.1897595699439445,0.0,2.3021728866442674
137,27,6.9,6.9,8.799999999999999,1.5,6.9,3.4000000000000004,1.6355809994669548,2.6267851073127395,2.966479394838265,1.224744871391589,1.0413797439924106,1.9037782619633032,1.9037782619633032,1.8439088914585775
40,1,0.0,0.0,0.0,17.5,0.0,0.0,1.4461255495919247,0.0,0.0,4.183300132670378,1.331385445092909,0.0,0.0,0.0
40,8,0.0,0.0,0.0,7.5,15.4,30.8,1.4461255495919247,0.0,0.0,2.7386127875258306,1.223224374241637,0.0,2.4879419347290765,5.549774770204643
93,12,0.0,0.0,0.0,6.5,11.8,58.8,1.5734331462265458,0.0,0.0,2.5495097567963922,1.2058445799940376,0.0,2.276638114962505,7.6681158050723255
18,2,0.0,0.0,0.0,5.6000000000000005,0.0,66.7,1.335141362540313,0.0,0.0,2.3664319132398464,1.1880064613519559,0.0,0.0,8.167006795638168
14,2,0.0,0.0,0.0,0.0,0.0,100.0,1.3020054543174677,0.0,0.0,0.0,0.0,0.0,0.0,10.0
12,2,0.0,0.0,0.0,0.0,0.0,100.0,1.2820888539868154,0.0,0.0,0.0,0.0,0.0,0.0,10.0
43,6,0.0,0.0,0.0,2.3,0.0,85.7,1.4566219347661553,0.0,0.0,1.51657508881031,1.0868579428992127,0.0,0.0,9.257429448826494
22,3,0.0,0.0,0.0,9.1,20.0,40.0,1.362204366553743,0.0,0.0,3.0166206257996713,1.2471082126890045,0.0,2.7144176165949063,6.324555320336759
76,10,0.0,0.0,0.0,6.6000000000000005,7.7,61.5,1.5419892968416637,0.0,0.0,2.569046515733026,1.2076870059474099,0.0,1.9746808222123668,7.842193570679061
29,7,0.0,0.0,0.0,0.0,28.6,71.39999999999999,1.400360331291396,0.0,0.0,0.0,0.0,0.0,3.058125783534594,8.449852069711042
87,17,15.8,5.3,8.0,2.3,0.0,0.0,1.5629746177521227,3.9749213828703582,2.8284271247461903,1.51657508881031,1.0868579428992127,1.7435134012651283,0.0,0.0
9,2,0.0,0.0,0.0,0.0,66.7,0.0,1.2457309396155174,0.0,0.0,0.0,0.0,0.0,4.055477018001903,0.0
64,10,18.2,9.1,3.1,4.7,0.0,18.2,1.5157165665103982,4.266145801540309,1.760681686165901,2.16794833886788,1.1673733801794233,2.087759478663449,0.0,4.266145801540309
