line_length,word_count,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage
52,8,11.1,11.1,1.9,1.9,22.2,0.0
40,7,0.0,9.1,0.0,5.0,18.2,27.3
81,17,10.5,0.0,7.399999999999999,2.5,0.0,31.6
61,9,20.0,10.0,3.3000000000000003,3.3000000000000003,0.0,20.0
22,3,0.0,0.0,0.0,0.0,0.0,100.0
80,15,6.7,6.7,6.2,0.0,6.7,6.7
21,4,0.0,0.0,0.0,4.8,40.0,40.0
145,19,8.7,30.4,2.8000000000000003,4.8,0.0,4.3
39,9,0.0,0.0,2.6,5.1,18.2,54.50000000000001
58,10,7.7,0.0,3.4000000000000004,5.2,0.0,0.0
6,1,0.0,0.0,0.0,0.0,0.0,0.0
61,10,7.1,7.1,1.6,6.6000000000000005,0.0,57.1
35,2,0.0,0.0,0.0,0.0,0.0,0.0
36,5,0.0,0.0,2.8000000000000003,0.0,0.0,40.0
30,1,0.0,0.0,0.0,13.3,0.0,0.0
42,5,0.0,0.0,2.4,0.0,0.0,80.0
42,4,0.0,8.3,0.0,21.4,8.3,8.3
43,8,0.0,0.0,2.3,0.0,25.0,50.0
349,59,2.7,8.1,4.3,5.2,2.7,31.1
48,9,0.0,8.3,0.0,6.2,0.0,58.3
36,6,50.0,0.0,2.8000000000000003,0.0,0.0,0.0
5,2,0.0,0.0,0.0,0.0,0.0,50.0
175,22,7.7,3.8,1.1,2.9000000000000004,0.0,61.5
710,112,13.0,11.4,4.8,1.7999999999999998,1.6,13.0
60,12,0.0,0.0,0.0,13.3,5.3,52.6
20,3,0.0,0.0,0.0,5.0,0.0,75.0
31,4,0.0,0.0,0.0,0.0,0.0,75.0
19,2,0.0,0.0,0.0,0.0,0.0,100.0
120,16,5.6000000000000005,16.7,4.2,3.3000000000000003,0.0,11.1
19,2,0.0,50.0,0.0,0.0,0.0,0.0
5,1,0.0,0.0,0.0,0.0,0.0,0.0
10,2,0.0,0.0,0.0,0.0,0.0,100.0
78,16,12.5,12.5,7.7,2.6,6.2,0.0
22,3,0.0,0.0,0.0,4.5,0.0,50.0
9,2,0.0,0.0,0.0,0.0,66.7,0.0
89,1,0.0,0.0,0.0,100.0,0.0,0.0
12,2,0.0,0.0,0.0,0.0,0.0,100.0
58,11,8.3,8.3,5.2,1.7000000000000002,0.0,8.3
62,12,7.1,0.0,4.8,4.8,14.3,0.0
107,22,7.7,3.8,4.7,3.7,11.5,26.9
12,2,0.0,0.0,0.0,0.0,0.0,50.0
96,12,7.1,28.6,3.1,3.1,0.0,0.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0
108,20,3.8,0.0,2.8000000000000003,4.6,3.8,57.7
35,7,0.0,0.0,5.7,2.9000000000000004,0.0,12.5
20,2,0.0,0.0,0.0,0.0,0.0,100.0
60,11,9.1,0.0,8.3,0.0,0.0,0.0
10,1,0.0,0.0,0.0,0.0,0.0,0.0
124,19,13.0,8.7,1.6,5.6000000000000005,4.3,39.1
73,10,18.2,18.2,1.4,1.4,0.0,18.2
13,3,0.0,25.0,0.0,0.0,25.0,50.0
18,1,0.0,0.0,0.0,11.1,33.300000000000004,0.0
22,3,0.0,0.0,0.0,0.0,0.0,100.0
67,9,0.0,13.3,1.5,9.0,0.0,0.0
57,7,0.0,7.7,0.0,10.5,23.1,30.8
16,2,0.0,33.300000000000004,0.0,6.2,0.0,0.0
20,4,0.0,0.0,0.0,5.0,40.0,40.0
97,17,9.1,0.0,4.1000000000000005,5.2,13.6,0.0
144,24,15.4,3.8,4.9,1.4,0.0,3.8
31,5,0.0,0.0,0.0,3.2,20.0,80.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0
53,6,12.5,0.0,0.0,1.9,0.0,50.0
67,12,8.3,0.0,4.5,0.0,0.0,16.7
9,2,0.0,0.0,11.1,11.1,0.0,0.0
12,2,0.0,0.0,0.0,8.3,0.0,0.0
7,2,0.0,0.0,0.0,0.0,0.0,50.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0
52,7,0.0,12.5,1.9,1.9,0.0,12.5
17,3,0.0,25.0,5.9,5.9,0.0,0.0
75,13,7.1,21.4,4.0,1.3,0.0,7.1
15,3,0.0,25.0,0.0,0.0,0.0,25.0
107,2,0.0,0.0,0.0,79.4,0.0,100.0
21,4,0.0,0.0,0.0,0.0,0.0,75.0
105,15,11.1,5.6000000000000005,1.9,2.9000000000000004,0.0,0.0
17,2,0.0,0.0,0.0,0.0,0.0,50.0
17,3,0.0,0.0,0.0,0.0,0.0,66.7
72,12,6.7,6.7,5.6000000000000005,4.2,0.0,0.0
7,2,0.0,0.0,0.0,0.0,0.0,0.0
50,9,0.0,10.0,4.0,4.0,0.0,20.0
61,8,0.0,12.5,3.3000000000000003,1.6,0.0,0.0
23,4,0.0,0.0,0.0,4.3,40.0,40.0
82,13,6.2,6.2,3.7,3.7,0.0,6.2
95,20,8.7,4.3,9.5,2.1,8.7,4.3
24,6,16.7,0.0,8.3,0.0,0.0,16.7
699,96,5.3,4.6,2.4,5.2,1.5,25.2
146,25,14.8,14.8,3.4000000000000004,1.4,0.0,0.0
109,18,22.2,0.0,5.5,0.0,0.0,0.0
21,3,0.0,0.0,0.0,4.8,0.0,80.0
18,5,0.0,0.0,0.0,16.7,37.5,0.0
21,1,0.0,0.0,0.0,9.5,0.0,33.300000000000004
41,9,9.1,9.1,4.9,4.9,0.0,9.1
28,4,0.0,0.0,0.0,3.6,0.0,60.0
28,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7
230,28,5.0,5.0,0.8999999999999999,5.7,2.5,15.0
108,17,15.0,5.0,4.6,2.8000000000000003,0.0,10.0
75,14,20.0,0.0,9.3,1.3,0.0,0.0
45,6,0.0,0.0,2.2,13.3,0.0,27.3
23,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7
111,13,0.0,0.0,0.8999999999999999,1.7999999999999998,13.3,66.7
153,21,0.0,16.7,0.7000000000000001,2.6,0.0,12.5
27,5,0.0,0.0,0.0,0.0,20.0,80.0
16,2,0.0,0.0,0.0,0.0,0.0,100.0
34,5,0.0,0.0,2.9000000000000004,2.9000000000000004,0.0,80.0
24,3,0.0,66.7,0.0,0.0,0.0,0.0
22,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7
155,24,7.399999999999999,7.399999999999999,3.9,1.9,0.0,3.7
14,1,0.0,0.0,0.0,0.0,0.0,0.0
31,5,0.0,0.0,0.0,3.2,14.3,57.1
127,17,0.0,8.3,0.0,7.9,4.2,41.7
9,2,0.0,0.0,0.0,0.0,66.7,0.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0
285,50,13.0,11.1,5.3,1.7999999999999998,3.7,3.7
23,5,0.0,0.0,0.0,13.0,22.2,11.1
111,16,20.0,5.0,1.7999999999999998,3.6,0.0,10.0
24,5,0.0,0.0,8.3,0.0,0.0,16.7
53,8,12.5,0.0,1.9,0.0,0.0,37.5
9,1,0.0,0.0,0.0,0.0,0.0,0.0
110,14,0.0,5.9,1.7999999999999998,2.7,0.0,41.2
42,6,0.0,0.0,0.0,4.8,11.1,55.60000000000001
35,8,0.0,0.0,0.0,5.7,22.2,55.60000000000001
20,2,0.0,0.0,0.0,5.0,0.0,66.7
9,1,0.0,0.0,0.0,0.0,0.0,0.0
18,2,0.0,0.0,0.0,5.6000000000000005,0.0,50.0
45,6,0.0,0.0,0.0,11.1,0.0,45.5
7,2,0.0,0.0,0.0,0.0,0.0,50.0
40,8,0.0,0.0,0.0,5.0,18.2,45.5
15,3,0.0,0.0,0.0,6.7,0.0,25.0
90,18,5.0,0.0,4.4,3.3000000000000003,5.0,35.0
78,12,0.0,7.1,2.6,2.6,14.3,0.0
160,23,17.4,0.0,5.6000000000000005,1.9,0.0,17.4
13,3,0.0,0.0,0.0,0.0,0.0,66.7
32,7,0.0,0.0,6.2,0.0,0.0,14.3
427,62,7.1,8.6,2.6,3.0,2.9000000000000004,32.9
75,16,16.7,5.6000000000000005,9.3,1.3,0.0,5.6000000000000005
126,23,20.0,8.0,4.8,1.6,0.0,12.0
22,2,0.0,0.0,0.0,0.0,0.0,100.0
94,15,6.2,18.8,3.2,3.2,6.2,0.0
19,3,0.0,0.0,0.0,5.3,0.0,75.0
28,4,0.0,16.7,0.0,7.1,33.300000000000004,0.0
15,3,0.0,0.0,0.0,6.7,25.0,50.0
